ResourceName,StandardName,Definition,SourceURL
PropertyUnitTypes,UnitTypeProForma,"The pro forma rent or the expected rental income from the given type of unit. This may vary from actual rent, which can be affected by factors other than current market value.",https://dd.reso.org/DD2.0/PropertyUnitTypes/UnitTypeProForma/
PropertyUnitTypes,UnitTypeTotalRent,"The total actual rent is the sum of all rent being collected for all units of the given type. For example, if you had five units of a particular type, each collecting $1,000, the total actual rent would be $5,000.",https://dd.reso.org/DD2.0/PropertyUnitTypes/UnitTypeTotalRent/
PropertyUnitTypes,UnitTypeType,"A list of possible unit types (e.g., 1 Bedroom, 2 Bedroom, 3 Bedroom, Studio, Loft).",https://dd.reso.org/DD2.0/PropertyUnitTypes/UnitTypeType/
PropertyUnitTypes,UnitTypeUnitsTotal,The total number of units of the given type.,https://dd.reso.org/DD2.0/PropertyUnitTypes/UnitTypeUnitsTotal/
Prospecting,ActiveYN,"If set to True, the given automated email is active. False records may be disabled or waiting activation.",https://dd.reso.org/DD2.0/Prospecting/ActiveYN/
Prospecting,BccEmailList,A comma-separated list of email addresses that are the blind carbon copy (Bcc) address that the automated emails are being sent to.,https://dd.reso.org/DD2.0/Prospecting/BccEmailList/
Prospecting,BccMeYN,"When set to True, the automated mail is also sent as a blind carbon copy (Bcc) to the member who created the automated email.",https://dd.reso.org/DD2.0/Prospecting/BccMeYN/
Prospecting,CcEmailList,A comma-separated list of email addresses that are the carbon copy (Cc) address that the automated emails are being sent to.,https://dd.reso.org/DD2.0/Prospecting/CcEmailList/
Prospecting,ClientActivatedYN,"If set to True, the client has clicked through to accept automatic emails. Recipient acceptance is an important part of CAN-SPAM and other automated bulk email regulations.",https://dd.reso.org/DD2.0/Prospecting/ClientActivatedYN/
Prospecting,ConciergeNotificationsYN,"If set to True, notifications are to be sent to the member when the auto email is in Concierge mode.",https://dd.reso.org/DD2.0/Prospecting/ConciergeNotificationsYN/
Prospecting,ConciergeYN,"When set to True, the automated mail is in Concierge mode and is to be approved by the member before being sent to the client.",https://dd.reso.org/DD2.0/Prospecting/ConciergeYN/
Prospecting,Contact,The prospecting Contact record.,https://dd.reso.org/DD2.0/Prospecting/Contact/
Prospecting,ContactKey,"This is the foreign key relating to the Contacts Resource. A unique identifier for this record from the immediate source. This is a string that can include a Uniform Resource Identifier (URI) or other forms. This is the local key of the system. When records are received from other systems, a local key is commonly applied. If conveying the original keys from the source or originating systems, see SourceSystemKey and OriginatingSystemKey variants.",https://dd.reso.org/DD2.0/Prospecting/ContactKey/
Prospecting,DailySchedule,"When Daily is selected as the ScheduleType, a list of days of the week and AM or PM options.",https://dd.reso.org/DD2.0/Prospecting/DailySchedule/
Prospecting,DisplayTemplateID,The system ID of the display that has been related or set as the default to this saved search.,https://dd.reso.org/DD2.0/Prospecting/DisplayTemplateID/
Prospecting,HistoryTransactional,The history of the Prospecting record.,https://dd.reso.org/DD2.0/Prospecting/HistoryTransactional/
Prospecting,Language,The language that will be used in the given automated email.,https://dd.reso.org/DD2.0/Prospecting/Language/
Prospecting,LastNewChangedTimestamp,The timestamp of when the prospector last found new or modified listings for an automated email.,https://dd.reso.org/DD2.0/Prospecting/LastNewChangedTimestamp/
Prospecting,LastViewedTimestamp,A timestamp of when the automated email was last viewed by the client in the portal.,https://dd.reso.org/DD2.0/Prospecting/LastViewedTimestamp/
Prospecting,Media,The media related to the Prospecting record.,https://dd.reso.org/DD2.0/Prospecting/Media/
Prospecting,MessageNew,The body of the automated email message when the first email is sent for the prospecting campaign.,https://dd.reso.org/DD2.0/Prospecting/MessageNew/
Prospecting,MessageRevise,The body of the automated email message to be used when the criteria or settings of an automated email has been modified.,https://dd.reso.org/DD2.0/Prospecting/MessageRevise/
Prospecting,MessageUpdate,"The body of the automated email message for subsequent email messages after the first email is sent. If a first email option isn't used, this field is used for all emails, including the first.",https://dd.reso.org/DD2.0/Prospecting/MessageUpdate/
Prospecting,ModificationTimestamp,The date/time the Prospecting record was last modified.,https://dd.reso.org/DD2.0/Prospecting/ModificationTimestamp/
Prospecting,NextSendTimestamp,A timestamp of when the automated email is schedule to next send.,https://dd.reso.org/DD2.0/Prospecting/NextSendTimestamp/
Prospecting,OwnerMember,The member who owns the Prospecting record.,https://dd.reso.org/DD2.0/Prospecting/OwnerMember/
Prospecting,OwnerMemberID,"The local, well-known identifier for the member owning the contact.",https://dd.reso.org/DD2.0/Prospecting/OwnerMemberID/
Prospecting,OwnerMemberKey,The unique identifier (key) of the member owning the contact. This is a foreign key relating to the Member Resource's MemberKey.,https://dd.reso.org/DD2.0/Prospecting/OwnerMemberKey/
Prospecting,ProspectingKey,"A unique identifier for this record from the immediate source. This is a string that can include a Uniform Resource Identifier (URI) or other forms. This is the local key of the system. When records are received from other systems, a local key is commonly applied. If conveying the original keys from the source or originating systems, see SourceSystemKey and OriginatingSystemKey variants.",https://dd.reso.org/DD2.0/Prospecting/ProspectingKey/
Prospecting,ReasonActiveOrDisabled,"A list of reasons the automated email was set to inactive or set back to active (e.g., Agent Disabled, Over Limit, No Listings Found, Reactivated, Client Disabled).",https://dd.reso.org/DD2.0/Prospecting/ReasonActiveOrDisabled/
Prospecting,SavedSearch,The saved search associated with the Prospecting record.,https://dd.reso.org/DD2.0/Prospecting/SavedSearch/
Prospecting,SavedSearchKey,"This is the foreign key relating to the SavedSearch Resource. A unique identifier for this record from the immediate source. This is a string that can include a Uniform Resource Identifier (URI) or other forms. This is the local key of the system. When records are received from other systems, a local key is commonly applied. If conveying the original keys from the source or originating systems, see SourceSystemKey and OriginatingSystemKey variants.",https://dd.reso.org/DD2.0/Prospecting/SavedSearchKey/
Prospecting,ScheduleType,"A selection of the type of schedule that the automated email will be sent (i.e., Daily, Monthly or ASAP).",https://dd.reso.org/DD2.0/Prospecting/ScheduleType/
Prospecting,Subject,The subject line of the automated email being sent.,https://dd.reso.org/DD2.0/Prospecting/Subject/
Prospecting,ToEmailList,"A comma-separated list of email addresses that are the ""To"" address the automated emails are being sent to.",https://dd.reso.org/DD2.0/Prospecting/ToEmailList/
Queue,ClassName,Name of the class that this queue record is referencing.,https://dd.reso.org/DD2.0/Queue/ClassName/
Queue,HistoryTransactional,The history of the Queue record.,https://dd.reso.org/DD2.0/Queue/HistoryTransactional/
Queue,ModificationTimestamp,Timestamp of the last major change on the listing (see also MajorChangeType).,https://dd.reso.org/DD2.0/Queue/ModificationTimestamp/
Queue,OriginatingSystem,The originating system of the Queue record.,https://dd.reso.org/DD2.0/Queue/OriginatingSystem/
Queue,OriginatingSystemID,"The RESO Unique Organization Identifier (UOI) OrganizationUniqueId of the originating record provider. The originating system is the system with authoritative control over the record (e.g., the name of the MLS where the queue record was generated. In cases where the originating system was not where the record originated (the authoritative system), see the Originating System fields.",https://dd.reso.org/DD2.0/Queue/OriginatingSystemID/
Queue,OriginatingSystemName,"The name of the originating record provider, most commonly the name of the MLS. The place where the queue record was originally generated. The legal name of the company.",https://dd.reso.org/DD2.0/Queue/OriginatingSystemName/
Queue,OriginatingSystemQueueKey,"The system key, a unique record identifier, from the originating system. The originating system is the system with authoritative control over the record (e.g., the MLS where the queue record was generated). There may be cases where the source system (how the record is received) is not the originating system. See Source System Key for more information.",https://dd.reso.org/DD2.0/Queue/OriginatingSystemQueueKey/
Queue,QueueTransactionKey,"A unique identifier for this record from the immediate source. This may be a number, or string that can include Uniform Resource Identifier (URI) or other forms. This is the system you are connecting to and not necessarily the original source of the record.",https://dd.reso.org/DD2.0/Queue/QueueTransactionKey/
Queue,QueueTransactionType,"The type of change that the queue transaction record is representing (e.g., Add, Change, Delete).",https://dd.reso.org/DD2.0/Queue/QueueTransactionType/
Queue,ResourceName,The name of the resource which this queue record is referencing.,https://dd.reso.org/DD2.0/Queue/ResourceName/
Queue,ResourceRecordID,"The well-known identifier of the related record from the source resource. The value may be identical to that of the listing key, but the listing ID is intended to be the value used by a human to retrieve the information about a specific listing. In a multiple-originating system or a merged system, this value may not be unique and may require the use of the provider system to create a synthetic unique value.",https://dd.reso.org/DD2.0/Queue/ResourceRecordID/
Queue,ResourceRecordKey,"The primary key of the related record from the source resource (e.g., ListingKey, AgentKey, OfficeKey). This is the system being connected to and is not necessarily the original source of the record. This is a foreign key from the resource selected in the ResourceName field.",https://dd.reso.org/DD2.0/Queue/ResourceRecordKey/
Queue,SourceSystem,The source system of the Queue record.,https://dd.reso.org/DD2.0/Queue/SourceSystem/
Queue,SourceSystemID,"The RESO Unique Organization Identifier (UOI) OrganizationUniqueId of the source record provider. The source system is the system from which the record was directly received. In cases where the source system was not where the record originated (the authoritative system), see the Originating System fields.",https://dd.reso.org/DD2.0/Queue/SourceSystemID/
Queue,SourceSystemName,The name of the queue record provider. The system from which the record was directly received. The legal name of the company.,https://dd.reso.org/DD2.0/Queue/SourceSystemName/
Queue,SourceSystemQueueKey,"The system key, a unique record identifier, from the source system, which is the system from which the record was directly received. In cases where the source system was not where the record originated (the authoritative system), see the Originating System fields.",https://dd.reso.org/DD2.0/Queue/SourceSystemQueueKey/
Rules,ClassName,"The class or table to which the rule refers (i.e., Residential, Residential Lease, Income, Mobile, etc.).",https://dd.reso.org/DD2.0/Rules/ClassName/
Rules,FieldKey,The unique identifier of the field to which the rule applies. This is a foreign key relating to the field found in the resource per the ResourceName field.,https://dd.reso.org/DD2.0/Rules/FieldKey/
Rules,FieldName,The name of the field to which the rule applies.,https://dd.reso.org/DD2.0/Rules/FieldName/
Rules,HistoryTransactional,The history of the Rules record.,https://dd.reso.org/DD2.0/Rules/HistoryTransactional/
Rules,ModificationTimestamp,The transactional timestamp automatically recorded by the MLS system representing the date/time the rule was last modified.,https://dd.reso.org/DD2.0/Rules/ModificationTimestamp/
Rules,OriginalEntryTimestamp,The transactional timestamp automatically recorded by the MLS system representing the date/time the rule was initially entered.,https://dd.reso.org/DD2.0/Rules/OriginalEntryTimestamp/
Rules,OriginatingSystem,The originating system of the Rules record.,https://dd.reso.org/DD2.0/Rules/OriginatingSystem/
Rules,OriginatingSystemID,"The RESO Unique Organization Identifier (UOI) OrganizationUniqueId of the originating record provider. The originating system is the system with authoritative control over the record (e.g., the name of the MLS where the rule originated). In cases where the originating system was not where the record originated (the authoritative system), see the Originating System fields.",https://dd.reso.org/DD2.0/Rules/OriginatingSystemID/
Rules,OriginatingSystemName,"The name of the originating record provider where the rule is originally input, which is the legal name of the company and most commonly the name of the MLS.",https://dd.reso.org/DD2.0/Rules/OriginatingSystemName/
Rules,OriginatingSystemRuleKey,"The system key, a unique record identifier, from the originating system. The originating system is the system with authoritative control over the record (e.g., the MLS where the rule originated). There may be cases where the source system (how the record is received) is not the originating system. See Source System Rule Key for more information.",https://dd.reso.org/DD2.0/Rules/OriginatingSystemRuleKey/
Rules,ResourceName,"The resource to which the rule refers (e.g., Property, Member, Office, Open House, etc.).",https://dd.reso.org/DD2.0/Rules/ResourceName/
Rules,RuleAction,The action to be taken when processing the rule.,https://dd.reso.org/DD2.0/Rules/RuleAction/
Rules,RuleDescription,A detailed textual description of the rule.,https://dd.reso.org/DD2.0/Rules/RuleDescription/
Rules,RuleEnabledYN,Is the rule currently enabled?,https://dd.reso.org/DD2.0/Rules/RuleEnabledYN/
Rules,RuleErrorText,"Textual information conveyed when the given rule is in error or fails (e.g., the listing price must be greater than 0).",https://dd.reso.org/DD2.0/Rules/RuleErrorText/
Rules,RuleExpression,The expression or details of the rule.,https://dd.reso.org/DD2.0/Rules/RuleExpression/
Rules,RuleFormat,"The format of the rule (e.g., $filter, JavaScript, REBR).",https://dd.reso.org/DD2.0/Rules/RuleFormat/
Rules,RuleHelpText,"The text that might be displayed on a form that helps the user fix the rule (e.g., enter phone number in the following 10-digit format: ###-###-####).",https://dd.reso.org/DD2.0/Rules/RuleHelpText/
Rules,RuleKey,The primary key of the individual Rule record.,https://dd.reso.org/DD2.0/Rules/RuleKey/
Rules,RuleName,A descriptive name for the rule.,https://dd.reso.org/DD2.0/Rules/RuleName/
Rules,RuleOrder,"When in use, execution of rules are to follow the order specified by this field. Any rule that references another field will need to be ordered.",https://dd.reso.org/DD2.0/Rules/RuleOrder/
Rules,RuleType,"The type of rule (e.g., Validation, Required, Warning, etc.).",https://dd.reso.org/DD2.0/Rules/RuleType/
Rules,RuleVersion,A rule version that uses semantic versioning. See https://semver.org/.,https://dd.reso.org/DD2.0/Rules/RuleVersion/
Rules,RuleWarningText,"Textual information conveyed when a given rule has met a condition that warrants a warning message (e.g., sale price entered differs from listing price by more than 25%).",https://dd.reso.org/DD2.0/Rules/RuleWarningText/
Rules,SourceSystem,The source system of the Rules record.,https://dd.reso.org/DD2.0/Rules/SourceSystem/
Rules,SourceSystemHistoryKey,"The system key, a unique record identifier, from the source system. The source system is the system from which the record was directly received. In cases where the source system was not where the record originated (the authoritative system), see the Originating System fields.",https://dd.reso.org/DD2.0/Rules/SourceSystemHistoryKey/
Rules,SourceSystemID,"The RESO Unique Organization Identifier (UOI) OrganizationUniqueId of the source record provider. The source system is the system from which the record was directly received. In cases where the source system was not where the record originated (the authoritative system), see the Originating System fields.",https://dd.reso.org/DD2.0/Rules/SourceSystemID/
Rules,SourceSystemName,"The name of the rule record provider, that being the system from which the record was directly received and the legal name of the company.",https://dd.reso.org/DD2.0/Rules/SourceSystemName/
SavedSearch,ClassName,"The class or table to which the SearchQuery criteria refers (e.g., Residential, Residential Lease, Residential Income, Commercial Sale).",https://dd.reso.org/DD2.0/SavedSearch/ClassName/
SavedSearch,HistoryTransactional,The collection history items related to the SavedSearch record.,https://dd.reso.org/DD2.0/SavedSearch/HistoryTransactional/
SavedSearch,Member,The member associated with the saved search.,https://dd.reso.org/DD2.0/SavedSearch/Member/
SavedSearch,MemberKey,"A system unique identifier. Specifically, in aggregation systems, the MemberKey is the system unique identifier from the system that the record was retrieved. This may be identical to the related xxxId. This is a foreign key relating to the Member Resource's MemberKey.",https://dd.reso.org/DD2.0/SavedSearch/MemberKey/
SavedSearch,MemberMlsId,"The local, well-known identifier for the member. This value may not be unique, specifically in the case of aggregation systems, and it should be the identifier from the original system.",https://dd.reso.org/DD2.0/SavedSearch/MemberMlsId/
SavedSearch,ModificationTimestamp,The transactional timestamp automatically recorded by the MLS system representing the date/time that the saved search was last modified.,https://dd.reso.org/DD2.0/SavedSearch/ModificationTimestamp/
SavedSearch,OriginalEntryTimestamp,The transactional timestamp automatically recorded by the MLS system representing the date/time that the saved search was entered.,https://dd.reso.org/DD2.0/SavedSearch/OriginalEntryTimestamp/
SavedSearch,OriginatingSystem,The originating system of the SavedSearch record.,https://dd.reso.org/DD2.0/SavedSearch/OriginatingSystem/
SavedSearch,OriginatingSystemID,"The RESO Unique Organization Identifier (UOI) OrganizationUniqueId of the originating record provider. The originating system is the system with authoritative control over the record (e.g., the MLS where the saved search was input). In cases where the originating system was not where the record originated (the authoritative system), see the Originating System fields.",https://dd.reso.org/DD2.0/SavedSearch/OriginatingSystemID/
SavedSearch,OriginatingSystemKey,"The system key, a unique record identifier, from the originating system. The originating system is the system with authoritative control over the record (e.g., the MLS where the saved search was input). There may be cases where the source system (how the record was received) is not the originating system. See Source System Key for more information.",https://dd.reso.org/DD2.0/SavedSearch/OriginatingSystemKey/
SavedSearch,OriginatingSystemMemberKey,"Unique identifier from the originating system, which is commonly a key to that system. In the case where data is passed through more than one system, this is the originating system key. This is a foreign key relating to the system where this record was originated.",https://dd.reso.org/DD2.0/SavedSearch/OriginatingSystemMemberKey/
SavedSearch,OriginatingSystemMemberName,"The name of the originating record provider, most commonly the name of the MLS. The place where the listing is originally input by the member. The legal name of the company to be used for display.",https://dd.reso.org/DD2.0/SavedSearch/OriginatingSystemMemberName/
SavedSearch,OriginatingSystemName,"The name of the originating record provider, most commonly the name of the MLS. The place where the saved search is originally input. The legal name of the company.",https://dd.reso.org/DD2.0/SavedSearch/OriginatingSystemName/
SavedSearch,ResourceName,"The resource to which the SearchQuery criteria refers (e.g., Property, OpenHouse, Agent, Office, Contacts).",https://dd.reso.org/DD2.0/SavedSearch/ResourceName/
SavedSearch,SavedSearchDescription,A textual description of the saved search input by the member who created the saved search.,https://dd.reso.org/DD2.0/SavedSearch/SavedSearchDescription/
SavedSearch,SavedSearchKey,A unique identifier for this record from the immediate source. This may be a number or string that can include a Uniform Resource Identifier (URI) or other forms. This is the system being connected to and not necessarily the original source of the record.,https://dd.reso.org/DD2.0/SavedSearch/SavedSearchKey/
SavedSearch,SavedSearchName,The name given to the search by the member inputting the saved search.,https://dd.reso.org/DD2.0/SavedSearch/SavedSearchName/
SavedSearch,SavedSearchType,"Determines if the saved search used to pass criteria is to be stored and executed by the client or if it is a key to be passed to the host for execution (i.e., Client Receives Criteria, Host Returns Listings). May be described at the record level with this field or at some other level of implementation to be determined by the RESO Research & Development Workgroup.",https://dd.reso.org/DD2.0/SavedSearch/SavedSearchType/
SavedSearch,SearchQuery,The textual representation of the search performed by the member that was saved. It is required to present in the OData $filter format. Additional formats are under review. See additional documentation for specific requirements for this field.,https://dd.reso.org/DD2.0/SavedSearch/SearchQuery/
SavedSearch,SearchQueryExceptionDetails,A free-text description used to expand on the SearchQueryExceptions selections made by the host.,https://dd.reso.org/DD2.0/SavedSearch/SearchQueryExceptionDetails/
SavedSearch,SearchQueryExceptions,"A list of exceptions or errors with the given search query during its creation by the host. Analogous to an error code, this is the host's opportunity to describe an inability to fully express a saved search under the constraints of the given protocol (i.e., $filter). The client may use this information to bring attention to the user about a given saved search and a need to review or recreate the search.",https://dd.reso.org/DD2.0/SavedSearch/SearchQueryExceptions/
SavedSearch,SearchQueryHumanReadable,"A human readable version of the search query that is commonly used for display and may not contain all actual criteria. For actual search criteria, use the SearchQuery field.",https://dd.reso.org/DD2.0/SavedSearch/SearchQueryHumanReadable/
SavedSearch,SearchQueryType,"A pick list of the type of query language used in the SearchQuery field (e.g., DMQL2, $filter).",https://dd.reso.org/DD2.0/SavedSearch/SearchQueryType/
SavedSearch,SourceSystem,The source system of the SavedSearch record.,https://dd.reso.org/DD2.0/SavedSearch/SourceSystem/
SavedSearch,SourceSystemID,"The RESO Unique Organization Identifier (UOI) OrganizationUniqueId of the source record provider. The source system is the system from which the record was directly received. In cases where the source system was not where the record originated (the authoritative system), see the Originating System fields.",https://dd.reso.org/DD2.0/SavedSearch/SourceSystemID/
SavedSearch,SourceSystemKey,"The system key, a unique record identifier, from the source system. The source system is the system from which the record was directly received. In cases where the source system was not where the record originated (the authoritative system), see the Originating System fields.",https://dd.reso.org/DD2.0/SavedSearch/SourceSystemKey/
SavedSearch,SourceSystemName,The name of the record provider of the saved search. The system from which the record was directly received. The legal name of the company.,https://dd.reso.org/DD2.0/SavedSearch/SourceSystemName/
Showing,AgentOriginatingSystem,The originating system of the member associated with the showing.,https://dd.reso.org/DD2.0/Showing/AgentOriginatingSystem/
Showing,AgentOriginatingSystemID,"The RESO Unique Organization Identifier (UOI) OrganizationUniqueId of the originating record provider. The originating system is the system with authoritative control over the record (e.g., the name of the MLS where the listing was input). In cases where the originating system was not where the record was retrieved, see the Source System fields.",https://dd.reso.org/DD2.0/Showing/AgentOriginatingSystemID/
Showing,AgentOriginatingSystemName,"The name of the originating record provider, most commonly the name of the MLS. The place where the listing is originally input by the member. The legal name of the company. In cases where the originating system was not where the record was retrieved, see the Source System fields.",https://dd.reso.org/DD2.0/Showing/AgentOriginatingSystemName/
Showing,AgentSourceSystem,The source system of the member associated with the showing.,https://dd.reso.org/DD2.0/Showing/AgentSourceSystem/
Showing,AgentSourceSystemID,"The RESO Unique Organization Identifier (UOI) OrganizationUniqueId of the source record provider. The source system is the system from which the record was directly received. In cases where the source system was not where the record originated (the authoritative system), see the Originating System fields.",https://dd.reso.org/DD2.0/Showing/AgentSourceSystemID/
Showing,AgentSourceSystemName,"The name of the immediate record provider. The system from which the record was directly received. The legal name of the company. In cases where the source system was not where the record originated (the authoritative system), see the Originating System fields.",https://dd.reso.org/DD2.0/Showing/AgentSourceSystemName/
Showing,HistoryTransactional,The history of the Showing record.,https://dd.reso.org/DD2.0/Showing/HistoryTransactional/
Showing,Listing,The listing associated with the showing.,https://dd.reso.org/DD2.0/Showing/Listing/
Showing,ListingId,"The well-known identifier for the listing being shown. The value may be identical to that of the listing key, but the listing ID is intended to be the value used by a human to retrieve the information about a specific listing. In a multiple-originating system or a merged system, this value may not be unique and may require the use of the provider system to create a synthetic unique value.",https://dd.reso.org/DD2.0/Showing/ListingId/
Showing,ListingKey,"A unique identifier for this record. This is a string that can include a Uniform Resource Identifier (URI) or other forms. This is the local key of the system. When records are received from other systems, a local key is commonly applied. If conveying the original keys from the source or originating systems, see SourceSystemKey and OriginatingSystemKey.",https://dd.reso.org/DD2.0/Showing/ListingKey/
Showing,ListingOriginatingSystem,The originating system of the Listing record associated with the showing.,https://dd.reso.org/DD2.0/Showing/ListingOriginatingSystem/
Showing,ListingOriginatingSystemID,"The RESO Unique Organization Identifier (UOI) OrganizationUniqueId of the originating record provider. The originating system is the system with authoritative control over the record (e.g., the name of the MLS where the listing was input). In cases where the originating system was not where the record was retrieved, see the Source System fields.",https://dd.reso.org/DD2.0/Showing/ListingOriginatingSystemID/
Showing,ListingOriginatingSystemName,"The name of the originating record provider, most commonly the name of the MLS. The place where the listing is originally input by the member. The legal name of the company. In cases where the originating system was not where the record was retrieved, see the Source System fields.",https://dd.reso.org/DD2.0/Showing/ListingOriginatingSystemName/
Showing,ListingSourceSystem,The source system of the Listing record associated with the showing.,https://dd.reso.org/DD2.0/Showing/ListingSourceSystem/
Showing,ListingSourceSystemID,"The RESO Unique Organization Identifier (UOI) OrganizationUniqueId of the source record provider. The source system is the system from which the record was directly received. In cases where the source system was not where the record originated (the authoritative system), see the Originating System fields.",https://dd.reso.org/DD2.0/Showing/ListingSourceSystemID/
Showing,ListingSourceSystemName,"The name of the immediate record provider. The system from which the record was directly received. The legal name of the company. In cases where the source system was not where the record originated (the authoritative system), see the Originating System fields.",https://dd.reso.org/DD2.0/Showing/ListingSourceSystemName/
Showing,Media,The media associated with the Showing record.,https://dd.reso.org/DD2.0/Showing/Media/
Showing,ModificationTimestamp,The transactional timestamp automatically recorded by the system representing the date/time the Showing record was last modified.,https://dd.reso.org/DD2.0/Showing/ModificationTimestamp/
Showing,OriginalEntryTimestamp,The transactional timestamp automatically recorded by the system representing the date/time the showing record was entered and made visible to members of the system.,https://dd.reso.org/DD2.0/Showing/OriginalEntryTimestamp/
Showing,OriginatingSystemAgentKey,"The system key, a unique record identifier, from the originating system. The originating system is the system with authoritative control over the record (e.g., the showing service in which the member was input). There may be cases where the source system (how the record is received) is not the originating system. See SourceSystemAgentKey for more information.",https://dd.reso.org/DD2.0/Showing/OriginatingSystemAgentKey/
Showing,OriginatingSystemListingKey,"The system key, a unique record identifier, from the originating system. The originating system is the system with authoritative control over the record (e.g., the MLS where the member was input). There may be cases where the source system (how the record is received) is not the originating system. See SourceSystemKey for more information.",https://dd.reso.org/DD2.0/Showing/OriginatingSystemListingKey/
Showing,OriginatingSystemShowingKey,"The system key, a unique record identifier, from the originating system. The originating system is the system with authoritative control over the record (e.g., the MLS where the member was input). There may be cases where the source system (how the record is received) is not the originating system. See SourceSystemKey fields for more information.",https://dd.reso.org/DD2.0/Showing/OriginatingSystemShowingKey/
Showing,ShowingAgent,The showing agent.,https://dd.reso.org/DD2.0/Showing/ShowingAgent/
Showing,ShowingAgentKey,"A system unique identifier of the member who has scheduled to access the property. Specifically, in aggregation systems, the ListAgentKey is the system unique identifier from the system where the record was retrieved. This may be identical to the related xxxId. This is a foreign key relating to the Member Resource's MemberKey.",https://dd.reso.org/DD2.0/Showing/ShowingAgentKey/
Showing,ShowingAgentMlsID,"The local, well-known identifier for the member who has scheduled to access the property, most commonly representing a buyer. This value may not be unique, specifically in the case of aggregation systems, and it should be the identifier from the original system.",https://dd.reso.org/DD2.0/Showing/ShowingAgentMlsID/
Showing,ShowingAllowed,The main Y/N field to denote whether showings are allowed to be requested at this time. There may be future showings previously scheduled.,https://dd.reso.org/DD2.0/Showing/ShowingAllowed/
Showing,ShowingEndTimestamp,"The date and time the showing ends. Where other timestamps are typically stored in Coordinated Universal Time (UTC), showing start and end date/times are typically stored in the local time zone of the property being showed.",https://dd.reso.org/DD2.0/Showing/ShowingEndTimestamp/
Showing,ShowingId,"The well-known identifier for the Showing record. The value may be identical to that of the ShowingKey, but the ShowingID is intended to be the value used by a human to retrieve the information about a specific showing. In a multiple-originating system or a merged system, this value may not be unique and may require the use of the provider system to create a synthetic unique value.",https://dd.reso.org/DD2.0/Showing/ShowingId/
Showing,ShowingKey,"A unique identifier for this record from the immediate source. This is a string that can include a Uniform Resource Identifier (URI) or other forms. This is the local key of the system. When records are received from other systems, a local key is commonly applied. If conveying the original keys from the source or originating systems, see SourceSystemShowingKey and OriginatingSystemShowingKey.",https://dd.reso.org/DD2.0/Showing/ShowingKey/
Showing,ShowingOriginatingSystem,The originating system of the Showing record.,https://dd.reso.org/DD2.0/Showing/ShowingOriginatingSystem/
Showing,ShowingOriginatingSystemID,"The RESO Unique Organization Identifier (UOI) OrganizationUniqueId of the originating record provider. The originating system is the system with authoritative control over the record (e.g., the name of the MLS where the listing was input). In cases where the originating system was not where the record originated (the authoritative system), see the Originating System fields.",https://dd.reso.org/DD2.0/Showing/ShowingOriginatingSystemID/
Showing,ShowingOriginatingSystemName,"The name of the originating record provider, most commonly the name of the MLS. The place where the listing is originally input by the member. The legal name of the company.",https://dd.reso.org/DD2.0/Showing/ShowingOriginatingSystemName/
Showing,ShowingRequestedTimestamp,"The date/time when the showing agent submitted a request to access the property. This is a system timestamp normally generated by a showing system, which is commonly the originating system for showing records.",https://dd.reso.org/DD2.0/Showing/ShowingRequestedTimestamp/
Showing,ShowingSourceSystem,The source system of the Showing record.,https://dd.reso.org/DD2.0/Showing/ShowingSourceSystem/
Showing,ShowingSourceSystemID,"The RESO Unique Organization Identifier (UOI) OrganizationUniqueId of the source record provider. The source system is the system from which the record was directly received. In cases where the source system was not where the record originated (the authoritative system), see the Originating System fields.",https://dd.reso.org/DD2.0/Showing/ShowingSourceSystemID/
Showing,ShowingSourceSystemName,The name of the immediate record provider. The system from which the record was directly received. The legal name of the company.,https://dd.reso.org/DD2.0/Showing/ShowingSourceSystemName/
Showing,ShowingStartTimestamp,"The date and time the showing begins. Where other timestamps are typically stored in Coordinated Universal Time (UTC), showing start and end date/times are typically stored in the local time zone of the property being showed.",https://dd.reso.org/DD2.0/Showing/ShowingStartTimestamp/
Showing,ShowingStatus,The current state of showing acceptance on the listing.,https://dd.reso.org/DD2.0/Showing/ShowingStatus/
Showing,ShowingTimeZone,"The standard name of the time zone, as provided by the IANA tz database. This denotes the time zone of the property being shown.",https://dd.reso.org/DD2.0/Showing/ShowingTimeZone/
Showing,ShowingUrl,The Uniform Resource Locator (URL) that links to the originating system.,https://dd.reso.org/DD2.0/Showing/ShowingUrl/
Showing,SocialMedia,The social media associated with the Showing record.,https://dd.reso.org/DD2.0/Showing/SocialMedia/
Showing,SourceSystemAgentKey,"The system key, a unique record identifier, from the source system. The source system is the system from which the record was directly received. In cases where the source system was not where the record originated (the authoritative system), see the Originating System fields.",https://dd.reso.org/DD2.0/Showing/SourceSystemAgentKey/
Showing,SourceSystemListingKey,"The system key, a unique record identifier, from the source system. The source system is the system from which the record was directly received. In cases where the source system was not where the record originated (the authoritative system), see the Originating System fields.",https://dd.reso.org/DD2.0/Showing/SourceSystemListingKey/
Showing,SourceSystemShowingKey,"The system key, a unique record identifier, from the source system. The source system is the system from which the record was directly received. In cases where the source system was not where the record originated (the authoritative system), see the Originating System fields.",https://dd.reso.org/DD2.0/Showing/SourceSystemShowingKey/
