ResourceName,StandardName,DisplayName,Definition,Groups,SimpleDataType,SourceResource,SugMaxLength,SugMaxPrecision,Synonyms,FrenchCanadianDisplayName,SpanishDisplayName,ElementStatus,RecordId,LegacyRecordId,LookupStatus,LookupName,RepeatingElement,PropertyTypes,Payloads,StatusChangeDate,RevisedDate,AddedInVersion,WikiPageTitle,WikiPageUrl,WikiPageId,TargetResourceKey,SourceResourceKey,BEDES
PropertyGreenVerification,GreenVerificationURL,Green Verification URL,"Provides a link to the specific property’s high-performance rating or scoring details directly from and hosted by the sponsoring body of the program. It typically provides thorough details, for example, which points were achieved and how, or, in the case of a score, what specifically was tested and the results.",,String,,8000.0,,"GreenRatingURL, GreenCertificationURL",,URL de Verificación Verde,Active,de4c308,439009.0,,,No,,IDX,2017-08-09 00:00:00,2017-05-24 00:00:00,1.6.0,GreenVerificationURL Field,https://ddwiki.reso.org/display/DDW20/GreenVerificationURL+Field,1135785,,,
PropertyGreenVerification,GreenVerificationVersion,Green Verification Version,"The version of the green certification or verification that was awarded. Some rating programs have a year, a version or possibly both.",,String,,25.0,,"GreenRatingVersion, GreenCertificationVersion",,Versión de Verificación Verde,Active,06dd756,439010.0,,,No,,IDX,2017-08-09 00:00:00,2017-05-24 00:00:00,1.6.0,GreenVerificationVersion Field,https://ddwiki.reso.org/display/DDW20/GreenVerificationVersion+Field,1135790,,,
PropertyGreenVerification,GreenVerificationYear,Green Verification Year,The year the green certification or verification was awarded.,,Number,,4.0,,"GreenYearCertified, GreenRatingYear",,Año de Verificación Verde,Active,fc1e319,439011.0,,,No,,,2017-08-09 00:00:00,2017-05-24 00:00:00,1.6.0,GreenVerificationYear Field,https://ddwiki.reso.org/display/DDW20/GreenVerificationYear+Field,1135797,,,
PropertyGreenVerification,HistoryTransactional,History Transactional,The history of the PropertyGreenVerification record.,,Collection,HistoryTransactional,,,,,,Active,fc12f43,,,,,,,2022-01-06 00:00:00,2022-01-06 00:00:00,1.7.0,HistoryTransactional Field (PropertyGreenVerification),https://ddwiki.reso.org/pages/viewpage.action?pageId=1135803,1135803,,"ResourceRecordKey, ResourceName",
PropertyGreenVerification,Listing,Listing,The listing associated with the PropertyGreenVerification record.,,Resource,Property,,,,,,Active,c5854ab,,,,,,,2022-01-06 00:00:00,2022-01-06 00:00:00,1.7.0,Listing Field (PropertyGreenVerification),https://ddwiki.reso.org/pages/viewpage.action?pageId=1135809,1135809,ListingKey,ListingKey,
PropertyGreenVerification,ListingId,Listing ID,"This is the foreign ID relating to the property. The well-known identifier for the listing. The value may be identical to that of the listing key, but the listing ID is intended to be the value used by a human to retrieve the information about a specific listing. In a multiple originating system or a merged system, this value may not be unique and may require the use of the provider system to create a synthetic unique value.",,String,,255.0,,"MLNumber, MLSNumber, ListingNumber",,ID de Listado,Active,819b5ee,439012.0,,,No,,,2017-08-09 00:00:00,2017-05-24 00:00:00,1.6.0,ListingId Field (PropertyGreenVerification),https://ddwiki.reso.org/pages/viewpage.action?pageId=1135815,1135815,,,
PropertyGreenVerification,ListingKey,Listing Key,"This is the foreign key relating to the property. A unique identifier for this record from the immediate source. This is a string that can include a Uniform Resource Identifier (URI) or other forms. This is the local key of the system. When records are received from other systems, a local key is commonly applied. If conveying the original keys from the source or originating systems, see the Property Resource's SourceSystemKey and OriginatingSystemKey.",,String,,255.0,,"SystemUniqueID, ImmediateSourceID",,Clave de Listado,Active,85f1b9a,439013.0,,,No,,,2017-08-09 00:00:00,2017-05-24 00:00:00,1.6.0,ListingKey Field (PropertyGreenVerification),https://ddwiki.reso.org/pages/viewpage.action?pageId=1135821,1135821,,,
PropertyGreenVerification,ModificationTimestamp,Modification Timestamp,The date/time the PropertyGreenVerification record was last modified.,,Timestamp,,27.0,,,,Marca de Tiempo de Modificación,Active,4a563c7,439015.0,,,No,,,2017-08-09 00:00:00,2017-05-24 00:00:00,1.6.0,ModificationTimestamp Field (PropertyGreenVerification),https://ddwiki.reso.org/pages/viewpage.action?pageId=1135827,1135827,,,
PropertyPowerProduction,HistoryTransactional,History Transactional,The history of the PropertyPowerProduction record.,,Collection,HistoryTransactional,,,,,,Active,a01d55a,,,,No,,,2022-01-06 00:00:00,2022-01-06 00:00:00,1.7.0,HistoryTransactional Field (PropertyPowerProduction),https://ddwiki.reso.org/pages/viewpage.action?pageId=1135747,1135747,,"ResourceRecordKey, ResourceName",
PropertyPowerProduction,Listing,Listing,The listing associated with the PropertyPowerProduction record.,,Resource,Property,,,,,,Active,4f206a7,,,,No,,,2022-01-06 00:00:00,2022-01-06 00:00:00,1.7.0,Listing Field (PropertyPowerProduction),https://ddwiki.reso.org/pages/viewpage.action?pageId=1135754,1135754,ListingKey,ListingKey,
PropertyPowerProduction,ListingId,Listing ID,"This is the foreign ID relating to the Property Resource; the well-known identifier for the listing. The value may be identical to that of the listing key, but the listing ID is intended to be the value used by a human to retrieve the information about a specific listing. In a multiple-originating system or a merged system, this value may not be unique and may require the use of the provider system to create a synthetic unique value.",,String,,255.0,,"MLNumber, MLSNumber, ListingNumber",,ID de Listado,Active,98b0008,440001.0,,,No,,,2017-08-09 00:00:00,2017-05-24 00:00:00,1.6.0,ListingId Field (PropertyPowerProduction),https://ddwiki.reso.org/pages/viewpage.action?pageId=1135759,1135759,,,
PropertyPowerProduction,ListingKey,Listing Key,"This is the foreign key relating to the Property Resource; the unique identifier for this record from the immediate source. This is a string that can include a Uniform Resource Identifier (URI) or other forms. This is the local key of the system. When records are received from other systems, a local key is commonly applied. If conveying the original keys from the source or originating systems, see the Property Resource's SourceSystemKey and OriginatingSystemKey.",,String,,255.0,,"SystemUniqueID, ImmediateSourceID",,Clave de Listado,Active,a34b0cc,440002.0,,,No,,,2017-08-09 00:00:00,2022-01-09 00:00:00,1.6.0,ListingKey Field (PropertyPowerProduction),https://ddwiki.reso.org/pages/viewpage.action?pageId=1135766,1135766,,,
PropertyPowerProduction,ModificationTimestamp,Modification Timestamp,The date/time the PropertyPowerProduction record was last modified.,,Timestamp,,27.0,,,,,Active,e2458f0,440004.0,,,No,,,2017-08-09 00:00:00,2017-05-24 00:00:00,1.6.0,ModificationTimestamp Field (PropertyPowerProduction),https://ddwiki.reso.org/pages/viewpage.action?pageId=1135773,1135773,,,
PropertyPowerProduction,PowerProductionAnnual,Power Production Annual,"The most important metric of a renewables system is the amount of power it produces per year. This number can be actual or estimated. Annual production for systems producing electricity like wind or solar are measured in kilowatt hours (kWh) per year. A kWh is like a measure of the distance traveled per hour for a car - how far did it go over a certain period of time. Annual production is influenced by the size of the system, the conditions (How shady are the trees? How many cloudy days?) and the installation. Sellers typically have access to software that provides historical production totals.",,Number,,6.0,,,,Producción de Energía Anual,Active,83d51c2,440005.0,,,Yes,,,2017-08-09 00:00:00,2017-05-24 00:00:00,1.6.0,PowerProductionAnnual Field,https://ddwiki.reso.org/display/DDW20/PowerProductionAnnual+Field,1135778,,,
PropertyPowerProduction,PowerProductionAnnualStatus,Power Production Annual Status,"The most important metric of a renewables system is the amount of power it produces per year. This number can be actual, estimated or a combination of each if less than 12 months of actual data is available (any missing months of actual data is extrapolated). This field allows the status of the number shown in the PowerProducationAnnual field to be clarified.",,"String List, Single",,25.0,,,,Estado de Producción de Energía Anual,Active,2ae7b95,440006.0,Locked with Enumerations,PowerProductionAnnualStatus,Yes,,,2017-08-09 00:00:00,2017-05-24 00:00:00,1.6.0,PowerProductionAnnualStatus Field,https://ddwiki.reso.org/display/DDW20/PowerProductionAnnualStatus+Field,1135784,,,
PropertyPowerProduction,PowerProductionKey,Power Production Key,A unique identifier for this record. This is a string that can include a Uniform Resource Identifier (URI) or other forms. This is the local key of the system.,,String,,255.0,,,,Clave de Producción de Energía,Active,cb365c0,440007.0,,,No,,,2017-08-09 00:00:00,2022-01-09 00:00:00,1.6.0,PowerProductionKey Field,https://ddwiki.reso.org/display/DDW20/PowerProductionKey+Field,1135791,,,
PropertyPowerProduction,PowerProductionOwnership,Power Production Ownership,"The ownership of the power production system (e.g., Seller Owned or Third-Party Owned).",,"String List, Single",,25.0,,,,,Active,604196d,,Open with Enumerations,PowerProductionOwnership,No,,,2019-06-21 00:00:00,2022-06-30 00:00:00,2.0.0,PowerProductionOwnership Field,https://ddwiki.reso.org/display/DDW20/PowerProductionOwnership+Field,1135796,,,
PropertyPowerProduction,PowerProductionSize,Power Production Size,"The ""capacity"" of a renewables system. Size is measured in kilowatts (kW) DC (direct current). A kW indicates how much power the system can produce under standard conditions, like the size of a car engine. Renewables systems are sized when they are installed to cover all or a portion of the power needs of the property. Therefore, a system designed to produce 50% of the power needs will be sized smaller than a system on the exact same property designed to produce 100%. Size may be influenced by available space at the property, orientation, landscaping, etc.",,Number,,5.0,2.0,,,Tamaño de Producción de Energía,Active,7a29c78,440009.0,,,Yes,,,2017-08-09 00:00:00,2017-05-24 00:00:00,1.6.0,PowerProductionSize Field,https://ddwiki.reso.org/display/DDW20/PowerProductionSize+Field,1135804,,,
PropertyPowerProduction,PowerProductionType,Power Production Type,A list of the type of power production systems available on the property.,,"String List, Single",,1024.0,,,,Tipo de Producción de Energía,Active,4c61475,440010.0,Open with Enumerations,PowerProductionType,Yes,,,2017-08-09 00:00:00,2017-05-24 00:00:00,1.6.0,PowerProductionType Field (PropertyPowerProduction),https://ddwiki.reso.org/pages/viewpage.action?pageId=1135810,1135810,,,
PropertyPowerProduction,PowerProductionYearInstall,Power Production Year Install,"The year a renewables system was installed. Ideally, this should be the year the system was interconnected with the grid and began producing power. Renewables systems have a limited lifespan, and recording the year a system was installed helps buyers and appraisers determine the remaining useful life of the system.",,Number,,4.0,,,,Instalación Anual de Producción de Energía,Active,350c19f,440011.0,,,Yes,,,2017-08-09 00:00:00,2017-05-24 00:00:00,1.6.0,PowerProductionYearInstall Field,https://ddwiki.reso.org/display/DDW20/PowerProductionYearInstall+Field,1135816,,,
PropertyRooms,BedroomClosetType,Bedroom Closet Type,A list of possible closet types for a bedroom.,,"String List, Single",,25.0,,,,,Active,a47ff3a,,Open with Enumerations,ClosetType,No,,,2023-08-17 00:00:00,2023-08-18 00:00:00,2.0.0,BedroomClosetType Field,https://ddwiki.reso.org/display/DDW20/BedroomClosetType+Field,1135780,,,
PropertyRooms,HistoryTransactional,History Transactional,The history of the PropertyRooms record.,,Collection,HistoryTransactional,,,,,,Active,f5a4077,,,,No,,,2022-01-06 00:00:00,2022-01-06 00:00:00,1.7.0,HistoryTransactional Field (PropertyRooms),https://ddwiki.reso.org/pages/viewpage.action?pageId=1135786,1135786,,"ResourceRecordKey, ResourceName",
PropertyRooms,Listing,Listing,The listing associated with the PropertyRooms record.,,Resource,Property,,,,,,Active,afd31e8,,,,No,,,2022-01-06 00:00:00,2022-01-06 00:00:00,1.7.0,Listing Field (PropertyRooms),https://ddwiki.reso.org/pages/viewpage.action?pageId=1135792,1135792,ListingKey,ListingKey,
PropertyRooms,ListingId,Listing ID,"This is the foreign ID relating to the Property Resource. The-well known identifier for the listing. The value may be identical to that of the Listing Key, but the Listing ID is intended to be the value used by a human to retrieve the information about a specific listing. In a multiple-originating or merged system, this value may not be unique and may require the use of the provider system to create a synthetic unique value.",,String,,255.0,,"MLNumber, MLSNumber, ListingNumber",,ID de Listado,Active,29d1913,441001.0,,,No,,,2017-08-09 00:00:00,2017-05-24 00:00:00,1.6.0,ListingId Field (PropertyRooms),https://ddwiki.reso.org/pages/viewpage.action?pageId=1135798,1135798,,,
PropertyRooms,ListingKey,Listing Key,"This is the foreign key relating to the Property resource. A unique identifier for this record from the immediate source. A string that can include URI or other forms. This is the local key of the system. When records are received from other systems, a local key is commonly applied. If conveying the original keys from the source or originating systems, see the Property Resource's SourceSystemKey and OriginatingSystemKey.",,String,,255.0,,"SystemUniqueID, ImmediateSourceID",,Clave de Listado,Active,1224d35,441002.0,,,No,,,2017-08-09 00:00:00,2022-06-01 00:00:00,1.6.0,ListingKey Field (PropertyRooms),https://ddwiki.reso.org/pages/viewpage.action?pageId=1135802,1135802,,,
PropertyRooms,ModificationTimestamp,Modification Timestamp,The date/time the PropertyRooms record was last modified.,,Timestamp,,27.0,,,,Marca de Tiempo de Modificación,Active,f4bedf4,441004.0,,,No,,,2017-08-09 00:00:00,2017-05-24 00:00:00,1.6.0,ModificationTimestamp Field (PropertyRooms),https://ddwiki.reso.org/pages/viewpage.action?pageId=1135807,1135807,,,
PropertyRooms,RoomArea,Room Area,The area of the room being described. Use the RoomAreaUnits field to describe the unit of measurement for the value in this field.,,Number,,14.0,2.0,,,Área de Habitación,Active,3a58e5d,441005.0,,,No,,,2017-08-09 00:00:00,2017-05-24 00:00:00,1.6.0,RoomArea Field,https://ddwiki.reso.org/display/DDW20/RoomArea+Field,1135814,,,
PropertyRooms,RoomAreaSource,Room Area Source,The source of the measurement of the given room's area.,,"String List, Single",,50.0,,,,Fuente de Área de Habitación,Active,be9503e,441006.0,Open with Enumerations,AreaSource,No,,,2017-08-09 00:00:00,2017-05-24 00:00:00,1.6.0,RoomAreaSource Field,https://ddwiki.reso.org/display/DDW20/RoomAreaSource+Field,1135820,,,
PropertyRooms,RoomAreaUnits,Room Area Units,"The unit of measurement used for the value in the RoomArea field (e.g., Square Feet, Square Meters).",,"String List, Single",,25.0,,,,Unidades de Área de Habitación,Active,2477703,441007.0,Open with Enumerations,AreaUnits,No,,,2017-08-09 00:00:00,2017-05-24 00:00:00,1.6.0,RoomAreaUnits Field,https://ddwiki.reso.org/display/DDW20/RoomAreaUnits+Field,1135826,,,
PropertyRooms,RoomDescription,Room Description,A textual description of the given room.,,String,,1024.0,,,,Descripción de Habitación,Active,25223c0,441008.0,,,No,,,2017-08-09 00:00:00,2017-05-24 00:00:00,1.6.0,RoomDescription Field,https://ddwiki.reso.org/display/DDW20/RoomDescription+Field,1135832,,,
PropertyRooms,RoomDimensions,Room Dimensions,A textual description of the dimensions of the given room.,,String,,50.0,,,,Dimensiones de Habitación,Active,f5c9216,441009.0,,,No,,,2017-08-09 00:00:00,2017-05-24 00:00:00,1.6.0,RoomDimensions Field,https://ddwiki.reso.org/display/DDW20/RoomDimensions+Field,1135838,,,
PropertyRooms,RoomFeatures,Room Features,A list of features present in the given room.,,"String List, Multi",,1024.0,,,,Características de Habitación,Active,58c6e61,441010.0,Open with Enumerations,InteriorOrRoomFeatures,No,,,2018-12-26 00:00:00,2018-06-01 00:00:00,1.6.0,RoomFeatures Field,https://ddwiki.reso.org/display/DDW20/RoomFeatures+Field,1135844,,,
PropertyRooms,RoomKey,Room Key,A unique identifier for this record. This is a string that can include a Uniform Resource Identifier (URI) or other forms. This is the local key of the system.,,String,,255.0,,,,Clave de Habitación,Active,3fa0c15,441011.0,,,No,,,2017-08-09 00:00:00,2022-01-09 00:00:00,1.6.0,RoomKey Field,https://ddwiki.reso.org/display/DDW20/RoomKey+Field,1135850,,,
PropertyRooms,RoomLength,Room Length,A numeric representation of the length of the given room. See the RoomLengthWidthUnits field for the unit of measurement used for the length and width.,,Number,,14.0,2.0,,,Longitud de Habitación,Active,ceea6b0,441013.0,,,No,,,2017-08-09 00:00:00,2017-05-24 00:00:00,1.6.0,RoomLength Field,https://ddwiki.reso.org/display/DDW20/RoomLength+Field,1135855,,,
PropertyRooms,RoomLengthWidthSource,Room Length Width Source,The source of the measurement of the given units length and width.,,"String List, Single",,50.0,,,,Fuente De Longitud Anchura De Habitación,Active,b92be23,,Open with Enumerations,RoomLengthWidthSource,No,,,2022-04-08 00:00:00,2022-04-08 00:00:00,2.0.0,RoomLengthWidthSource Field,https://ddwiki.reso.org/display/DDW20/RoomLengthWidthSource+Field,1135860,,,
PropertyRooms,RoomLengthWidthUnits,Room Length Width Units,"The unit of measurement used for the value of RoomLength and RoomWidth fields (e.g., Feet, Meters).",,"String List, Single",,25.0,,,,Unidades de Longitud Anchura de Habitación,Active,e547b58,441015.0,Open with Enumerations,LinearUnits,No,,,2017-08-09 00:00:00,2017-05-24 00:00:00,1.6.0,RoomLengthWidthUnits Field,https://ddwiki.reso.org/display/DDW20/RoomLengthWidthUnits+Field,1135867,,,
PropertyRooms,RoomLevel,Room Level,The level within the dwelling on which the given room is located.,,"String List, Single",,25.0,,,,Nivel De Habitación,Active,653a2f1,,Open with Enumerations,RoomLevel,No,,,2022-04-08 00:00:00,2022-04-08 00:00:00,2.0.0,RoomLevel Field,https://ddwiki.reso.org/display/DDW20/RoomLevel+Field,1135873,,,
PropertyRooms,RoomType,Room Type,The type of room being described by the other fields in the PropertyRooms resource.,,"String List, Single",,1024.0,,,,Tipo de Habitación,Active,e4b56d5,441017.0,Open with Enumerations,RoomType,No,,,2017-08-09 00:00:00,2017-05-24 00:00:00,1.6.0,RoomType Field (PropertyRooms),https://ddwiki.reso.org/pages/viewpage.action?pageId=1135880,1135880,,,
PropertyRooms,RoomWidth,Room Width,A numeric representation of the width of a given room. See the RoomLengthWidthUnits field for the unit of measurement used for the length and width.,,Number,,14.0,2.0,,,Anchura de Habitación,Active,93dc82a,441018.0,,,No,,,2017-08-09 00:00:00,2017-05-24 00:00:00,1.6.0,RoomWidth Field,https://ddwiki.reso.org/display/DDW20/RoomWidth+Field,1135887,,,
PropertyUnitTypes,HistoryTransactional,History Transactional,The history of the PropertyUnitTypes record.,,Collection,HistoryTransactional,,,,,,Active,ff1620d,,,,No,,,2022-01-06 00:00:00,2022-01-06 00:00:00,1.7.0,HistoryTransactional Field (PropertyUnitTypes),https://ddwiki.reso.org/pages/viewpage.action?pageId=1135788,1135788,,"ResourceRecordKey, ResourceName",
PropertyUnitTypes,Listing,Listing,The listing associated with the PropertyUnitTypes record.,,Resource,Property,,,,,,Active,846647d,,,,No,,,2022-01-06 00:00:00,2022-01-06 00:00:00,1.7.0,Listing Field (PropertyUnitTypes),https://ddwiki.reso.org/pages/viewpage.action?pageId=1135794,1135794,ListingKey,ListingKey,
PropertyUnitTypes,ListingId,Listing ID,"The foreign ID relating to the Property Resource; the well-known identifier for the listing. The value may be identical to that of the Listing Key, but the Listing ID is intended to be the value used by a human to retrieve the information about a specific listing. In a multiple-originating or merged system, this value may not be unique and may require the use of the provider system to create a synthetic unique value.",,String,,255.0,,"MLNumber, MLSNumber, ListingNumber",,ID de Listado,Active,20d55f2,442001.0,,,No,,,2017-08-09 00:00:00,2017-05-24 00:00:00,1.6.0,ListingId Field (PropertyUnitTypes),https://ddwiki.reso.org/pages/viewpage.action?pageId=1135800,1135800,,,
PropertyUnitTypes,ListingKey,Listing Key,"The foreign key relating to the Property Resource; a unique identifier for this record from the immediate source; a string that can include a Uniform Resource Identifier (URI) or other forms. This is the local key of the system. When records are received from other systems, a local key is commonly applied. If conveying the original keys from the source or originating systems, see the Property Resource's SourceSystemKey and OriginatingSystemKey.",,String,,255.0,,"SystemUniqueID, ImmediateSourceID",,Clave de Listado,Active,c9d41df,442002.0,,,No,,,2017-08-09 00:00:00,2022-01-09 00:00:00,1.6.0,ListingKey Field (PropertyUnitTypes),https://ddwiki.reso.org/pages/viewpage.action?pageId=1135806,1135806,,,
PropertyUnitTypes,ModificationTimestamp,Modification Timestamp,The date/time the PropertyUnitTypes record was last modified.,,Timestamp,,27.0,,,,Marca de Tiempo de Modificación,Active,514943d,442004.0,,,No,,,2017-08-09 00:00:00,2017-05-24 00:00:00,1.6.0,ModificationTimestamp Field (PropertyUnitTypes),https://ddwiki.reso.org/pages/viewpage.action?pageId=1135812,1135812,,,
PropertyUnitTypes,UnitTypeActualRent,Unit Type Actual Rent,The actual rent per month being collected for a given type of unit.,,Number,,14.0,2.0,,,Alquiler Real Tipo de Unidad,Active,bab88d9,442005.0,,,Yes,,,2017-08-09 00:00:00,2017-05-24 00:00:00,1.6.0,UnitTypeActualRent Field,https://ddwiki.reso.org/display/DDW20/UnitTypeActualRent+Field,1135817,,,
PropertyUnitTypes,UnitTypeBathsTotal,Unit Type Baths Total,The total number of baths for a given type of unit.,,Number,,3.0,,,,Total de Baños Tipo de Unidad,Active,75fa13f,442006.0,,,Yes,,,2017-08-09 00:00:00,2017-05-24 00:00:00,1.6.0,UnitTypeBathsTotal Field,https://ddwiki.reso.org/display/DDW20/UnitTypeBathsTotal+Field,1135823,,,
PropertyUnitTypes,UnitTypeBedsTotal,Unit Type Beds Total,The total number of bedrooms for a given type of unit.,,Number,,3.0,,,,Total de Camas Tipo de Unidad,Active,27efea2,442007.0,,,Yes,,,2017-08-09 00:00:00,2017-05-24 00:00:00,1.6.0,UnitTypeBedsTotal Field,https://ddwiki.reso.org/display/DDW20/UnitTypeBedsTotal+Field,1135830,,,
PropertyUnitTypes,UnitTypeDescription,Unit Type Description,A textual description of a given type of unit.,,String,,1024.0,,,,Descripción Tipo de Unidad,Active,9a496b5,442008.0,,,Yes,,,2017-08-09 00:00:00,2017-05-24 00:00:00,1.6.0,UnitTypeDescription Field,https://ddwiki.reso.org/display/DDW20/UnitTypeDescription+Field,1135835,,,
PropertyUnitTypes,UnitTypeFurnished,Unit Type Furnished,"The level of furnishing for a given type of unit (i.e., Furnished, Partial or Unfurnished).",,"String List, Single",,20.0,,,,Amueblado Tipo de Unidad,Active,3c76526,442009.0,Open,Furnished,Yes,,,2017-08-09 00:00:00,2022-04-11 00:00:00,1.6.0,UnitTypeFurnished Field,https://ddwiki.reso.org/display/DDW20/UnitTypeFurnished+Field,1135841,,,
PropertyUnitTypes,UnitTypeGarageAttachedYN,Unit Type Garage Attached Yes/No,Answers whether or not the given type of unit has an attached garage.,,Boolean,,,,,,Garaje Adjunto SN Tipo de Unidad,Active,845f314,442010.0,,,Yes,,,2017-08-09 00:00:00,2017-05-24 00:00:00,1.6.0,UnitTypeGarageAttachedYN Field,https://ddwiki.reso.org/display/DDW20/UnitTypeGarageAttachedYN+Field,1135847,,,
PropertyUnitTypes,UnitTypeGarageSpaces,Unit Type Garage Spaces,The number of garage spaces included with the given type of unit.,,Number,,14.0,2.0,,,Espacios de Garaje Tipo de Unidad,Active,262f01e,442011.0,,,Yes,,,2017-08-09 00:00:00,2017-05-24 00:00:00,1.6.0,UnitTypeGarageSpaces Field,https://ddwiki.reso.org/display/DDW20/UnitTypeGarageSpaces+Field,1135852,,,
PropertyUnitTypes,UnitTypeKey,Unit Type Key,A unique identifier for this record. This is a string that can include a Uniform Resource Identifier (URI) or other forms. This is the local key of the system.,,String,,255.0,,,,Clave de Tipo de Unidad,Active,f739ae4,442012.0,,,No,,,2017-08-09 00:00:00,2022-01-09 00:00:00,1.6.0,UnitTypeKey Field,https://ddwiki.reso.org/display/DDW20/UnitTypeKey+Field,1135858,,,
PropertyUnitTypes,UnitTypeProForma,Unit Type Pro Forma,"The pro forma rent or the expected rental income from the given type of unit. This may vary from actual rent, which can be affected by factors other than current market value.",,Number,,6.0,,,,Pro Forma Tipo de Unidad,Active,1b849bc,442014.0,,,Yes,,,2017-08-09 00:00:00,2017-05-24 00:00:00,1.6.0,UnitTypeProForma Field,https://ddwiki.reso.org/display/DDW20/UnitTypeProForma+Field,1135864,,,
PropertyUnitTypes,UnitTypeTotalRent,Unit Type Total Rent,"The total actual rent is the sum of all rent being collected for all units of the given type. For example, if you had five units of a particular type, each collecting $1,000, the total actual rent would be $5,000.",,Number,,14.0,2.0,,,Alquiler Total Tipo de Unidad,Active,7b3287c,442015.0,,,Yes,,,2017-08-09 00:00:00,2017-05-24 00:00:00,1.6.0,UnitTypeTotalRent Field,https://ddwiki.reso.org/display/DDW20/UnitTypeTotalRent+Field,1135870,,,
PropertyUnitTypes,UnitTypeType,Unit Type Type,"A list of possible unit types (e.g., 1 Bedroom, 2 Bedroom, 3 Bedroom, Studio, Loft).",,"String List, Single",,1024.0,,,,Tipo de Unidad,Active,cb8f53b,442016.0,Open,UnitTypeType,Yes,,,2017-08-09 00:00:00,2017-05-24 00:00:00,1.6.0,UnitTypeType Field (PropertyUnitTypes),https://ddwiki.reso.org/pages/viewpage.action?pageId=1135876,1135876,,,
PropertyUnitTypes,UnitTypeUnitsTotal,Unit Type Units Total,The total number of units of the given type.,,Number,,3.0,,,,Total de Unidades Tipo de Unidad,Active,0d94ee6,442017.0,,,Yes,,,2017-08-09 00:00:00,2017-05-24 00:00:00,1.6.0,UnitTypeUnitsTotal Field,https://ddwiki.reso.org/display/DDW20/UnitTypeUnitsTotal+Field,1135882,,,
Prospecting,ActiveYN,Active Yes/No,"If set to True, the given automated email is active. False records may be disabled or waiting activation.",,Boolean,,,,,,Activo SN,Active,d67292e,423001.0,,,No,,,2017-08-09 00:00:00,2017-05-02 00:00:00,1.6.0,ActiveYN Field,https://ddwiki.reso.org/display/DDW20/ActiveYN+Field,1135463,,,
Prospecting,BccEmailList,BCC Email List,A comma-separated list of email addresses that are the blind carbon copy (Bcc) address that the automated emails are being sent to.,,String,,1024.0,,,,Lista de Correo Electrónico CCO,Active,8493831,423002.0,,,No,,,2017-08-09 00:00:00,2017-05-02 00:00:00,1.6.0,BccEmailList Field,https://ddwiki.reso.org/display/DDW20/BccEmailList+Field,1135468,,,
Prospecting,BccMeYN,BCC Me Yes/No,"When set to True, the automated mail is also sent as a blind carbon copy (Bcc) to the member who created the automated email.",,Boolean,,,,,,CCO Yo SN,Active,249650e,423003.0,,,No,,,2017-08-09 00:00:00,2017-05-02 00:00:00,1.6.0,BccMeYN Field,https://ddwiki.reso.org/display/DDW20/BccMeYN+Field,1135474,,,
Prospecting,CcEmailList,CC Email List,A comma-separated list of email addresses that are the carbon copy (Cc) address that the automated emails are being sent to.,,String,,1024.0,,,,Copiar Lista de Correo,Active,76c7e36,423004.0,,,No,,,2017-08-09 00:00:00,2017-05-02 00:00:00,1.6.0,CcEmailList Field,https://ddwiki.reso.org/display/DDW20/CcEmailList+Field,1135482,,,
Prospecting,ClientActivatedYN,Client Activated Yes/No,"If set to True, the client has clicked through to accept automatic emails. Recipient acceptance is an important part of CAN-SPAM and other automated bulk email regulations.",,Boolean,,,,,,Activado por Cliente SN,Active,d5007b5,423005.0,,,No,,,2017-08-09 00:00:00,2022-01-09 00:00:00,1.6.0,ClientActivatedYN Field,https://ddwiki.reso.org/display/DDW20/ClientActivatedYN+Field,1135489,,,
Prospecting,ConciergeNotificationsYN,Concierge Notifications Yes/No,"If set to True, notifications are to be sent to the member when the auto email is in Concierge mode.",,Boolean,,,,,,Notificaciones de Conserjería SN,Active,8926ffa,423006.0,,,No,,,2017-08-09 00:00:00,2017-05-02 00:00:00,1.6.0,ConciergeNotificationsYN Field,https://ddwiki.reso.org/display/DDW20/ConciergeNotificationsYN+Field,1135493,,,
Prospecting,ConciergeYN,Concierge Yes/No,"When set to True, the automated mail is in Concierge mode and is to be approved by the member before being sent to the client.",,Boolean,,,,,,Conserjería SN,Active,8c29094,423007.0,,,No,,,2017-08-09 00:00:00,2017-05-02 00:00:00,1.6.0,ConciergeYN Field,https://ddwiki.reso.org/display/DDW20/ConciergeYN+Field,1135499,,,
Prospecting,Contact,Contact,The prospecting Contact record.,,Resource,,,,,,,,44debb6,,,,No,,,2022-01-06 00:00:00,2022-01-06 00:00:00,1.7.0,Contact Field (Prospecting),https://ddwiki.reso.org/pages/viewpage.action?pageId=1135505,1135505,ContactKey,ContactKey,
Prospecting,ContactKey,Contact Key,"This is the foreign key relating to the Contacts Resource. A unique identifier for this record from the immediate source. This is a string that can include a Uniform Resource Identifier (URI) or other forms. This is the local key of the system. When records are received from other systems, a local key is commonly applied. If conveying the original keys from the source or originating systems, see SourceSystemKey and OriginatingSystemKey variants.",,String,,255.0,,,,Clave de Contacto,Active,a65b9d3,423008.0,,,No,,,2017-08-09 00:00:00,2022-01-09 00:00:00,1.6.0,ContactKey Field (Prospecting),https://ddwiki.reso.org/pages/viewpage.action?pageId=1135511,1135511,,,
